Hour_of_Day,Active_Users,Latency_ms,Packet_Loss_Rate,Bandwidth_MHz,Throughput_Demand_Mbps
4,51,13.786329062611138,0.036604888725360454,20,193.00412407068086
5,23,10.143369866741544,0.023087377325733738,40,144.58211151514035
6,15,12.217835167481319,0.0047566355036562785,100,455.230596396124
7,36,11.52041355094353,0.044940926316837555,100,453.32902451117883
8,4,14.0973261379331,0.018946709679668647,60,243.07197248426633
9,10,8.384714837813119,0.05779282726359184,40,153.21758761958694
10,42,14.747320238425003,0.05139314667401988,60,407.4978802202904
11,18,14.933709414427573,0.07544761980544913,20,0.0
12,33,14.49817951852762,0.07830354537403421,100,517.6656109140856
13,64,16.751347424983557,0.010308818080469401,60,374.5738274704476
14,118,19.86303270607621,0.011063892416889055,20,345.4048397933582
15,132,20.43646162286459,0.08074804029110431,100,700.7644164668346
16,139,25.44010021783517,0.06029815050944508,60,490.1306213129829
17,180,31.012294481549894,0.011602983471379688,20,434.09281642270145
18,188,27.922300019043657,0.07946571355941495,80,814.5643253821981
19,215,29.2218769847673,0.008964684452778012,100,943.43115808085
20,185,23.583661138901963,0.016163270132348345,20,549.1013652142765
21,190,27.038470312674924,0.034562239161417076,80,820.2946177050802
22,178,27.57268631500192,0.045440153579502304,60,613.8612956522173
23,141,27.29824648167347,0.016900970431564494,80,680.8330347878742
0,155,26.846267384465936,0.04501357510185044,100,794.8291096636777
1,131,23.71017080941351,0.004990282515547178,40,499.4370927669033
2,100,19.199760677397737,0.12806235305481306,60,363.2858791896255
3,69,15.733668565488086,0.015576588400596158,80,450.11631098294055
4,21,14.911295195015928,0.033172587703083956,20,54.48271801994967
5,20,12.401477081516779,0.05663513828752747,40,226.84013364418126
6,6,6.3947986161579555,0.035024481616765926,40,165.616194434521
7,12,9.852920704205513,0.007393756403829358,60,281.8607291949419
8,3,8.583567936456747,0.003702652912762927,80,312.87530736724307
9,11,10.00747198164507,0.020919990876236173,100,548.4188353430135
10,51,16.22582132057017,0.03905376181594147,80,445.6306869001329
11,32,12.9851102364115,0.03638809104010209,80,472.01653759907754
12,55,15.346269185992677,0.05478207053382021,60,386.1455766054311
13,72,19.82694632265047,0.043433424546916774,60,436.67546320885697
14,61,14.707077820426624,0.009353230304392003,20,296.70516754683433
15,125,26.228399051774698,0.033367323520725606,100,732.7211595615724
16,151,23.75738481725783,0.030208842291806447,60,593.1021276034903
17,219,32.07839639322514,0.010979659547202557,20,650.5578722611436
18,182,27.637592809194466,0.05128666855468544,40,590.1368036076931
19,202,30.446838267001922,0.030411665302891522,20,478.45404028464606
20,199,30.789183990146256,0.009851461958467735,100,978.2382189286878
21,173,28.167670480177755,0.1097391136620823,20,442.17505197454375
22,209,29.39376533875884,0.03187827677927039,20,416.8347931406156
23,185,26.254170645104857,0.03782930344521252,60,609.9375197302343
0,165,31.50634358181142,0.0317087470176788,100,777.2740633274544
1,107,19.732031320798892,0.012477217883037942,20,351.71183536342875
2,128,24.198424877343975,0.010972758728466602,80,700.0750148319003
3,46,11.384717378953606,0.003500451562981556,20,214.70704151367966
4,61,15.540774560190648,0.041233554502485475,40,324.00464944192305
5,73,17.045601232035114,0.0201331379357141,40,272.86581391498396
6,6,11.545630139855664,0.01285762416791754,20,18.748815789888916
7,7,5.255091718016121,0.0039121017294193655,20,165.7347878747767
8,1,10.432281226156661,0.013651582371350552,80,373.1731443908701
9,6,8.300517089264215,0.024553238179358446,20,134.27938032276217
10,17,12.348691422389846,0.022825349877892524,60,260.0479583091153
11,30,10.927341606323674,0.04434427198992671,100,455.9949103241927
12,28,11.089034608148838,0.013492207662315736,80,370.7864655318393
13,83,17.752744779213465,0.01722338823587546,20,294.82160104333417
14,81,15.99534106079361,0.0647597527655396,60,462.3496215928958
15,156,24.648931106529293,0.016142664694803386,20,451.6480020616804
16,134,21.013248462913367,0.07682116118975453,80,591.9836849711706
17,164,22.733659096602544,0.02478287741851326,80,771.6067196064413
18,202,32.23591410485872,0.029839634713425628,40,641.1736014366084
19,171,24.507902614352144,0.06297519886931732,40,414.24722051357793
20,204,30.04263822478403,0.035043642025418854,20,497.3507403614576
21,222,33.705782162987575,0.0054629175765211835,100,996.0977543551819
22,154,24.170111794967912,0.03342490873400521,60,658.6375396969812
23,174,25.74966820050892,0.03351161514075791,40,545.7324522140476
0,155,25.952476177334844,0.006105096491557231,40,536.9420500184226
1,141,26.335867645454307,0.008720859699086127,100,787.7390548731272
2,75,15.161369469827061,0.09269098861470905,80,477.7504802272654
3,47,14.399704335965122,0.0268313088357136,20,93.4297753280878
4,60,12.535010810065344,0.013546793887332589,20,181.11060952377244
5,35,12.71359799263562,0.02002067280980743,60,230.47983767017905
6,18,11.86840936907615,0.03909736482616597,100,460.06809567008577
7,10,9.29075071648987,0.040109560592334614,100,491.0925589854703
8,13,10.386016332349538,0.01397593436278944,100,458.1508660688972
9,8,7.9835464633851005,0.03998645830966659,80,351.47010794110196
10,19,12.054157222762987,0.0419004156779488,100,501.0264540236658
11,15,13.611388497766299,0.03418107616368505,80,512.2227498012868
12,87,16.50571226045907,0.03029682584526849,20,250.11069689671706
13,83,17.054656466895235,0.029169101079755875,80,580.1819914483641
14,76,18.605092492908366,0.026836932496056384,20,216.61075686699914
15,139,26.32418143864547,0.02912777890207852,60,583.5222372248501
16,130,20.013620375582136,0.044730099352923935,100,738.8238997880605
17,186,28.262430525168103,0.020958654752187347,60,666.4160574621881
18,209,31.466261644639047,0.01558254162058761,100,933.8590266300472
19,180,27.795887218742305,0.06537051248208793,60,691.3932926199664
20,219,26.946415866245825,0.049663460628074245,40,658.4010170182298
21,204,31.402180018617543,0.04293144761798858,40,544.4152630525025
22,203,33.33867270218129,0.11016189418397834,80,709.4488547665085
23,208,31.03332350233901,0.02506055121270108,60,688.2776524178291
0,145,22.437787893411475,0.02473972242845128,100,839.2559702499443
1,110,19.973745507271435,0.004319125688949575,20,292.7635146341074
2,82,21.739826135311183,0.022059616609797203,80,582.5521546019447
3,57,17.519925081721116,0.03715560596444314,80,519.133609289185
4,48,16.08005323676866,0.10423735789653357,40,190.81815620116893
5,36,14.312825167068752,0.04018952757760409,60,348.4062591738865
6,18,10.477725775618056,0.016199640668484776,60,282.77198453990684
7,19,11.498857638688463,0.04191573350953006,80,425.04417512182107
8,0,9.844154528642969,0.101410350610554,40,16.91331474729926
9,32,14.299148632128887,0.06102539136420794,20,67.24211157318578
10,8,13.817837788533808,0.06903851285725192,40,107.94302154181577
11,83,20.536676273586256,0.03832679784304367,60,477.4244912280316
12,62,13.361231288407918,0.08400863352936723,20,229.53124314285031
13,56,16.047989937802097,0.007388150321768589,80,477.76821558748634
14,78,19.273526690335796,0.1028370243211938,20,148.7790283194439
15,135,24.73772066028927,0.016035129696952956,80,612.931072465949
16,145,23.24153247322516,0.05086332340892118,40,460.99763997825943
17,184,34.228218431536725,0.02723988814179865,20,519.378556290949
18,196,27.045830875337764,0.057402678818361946,100,788.7172094557402
19,195,27.3336231066679,0.050332242374999905,60,683.4248558922935
20,183,28.767190162523153,0.06666359713543725,80,769.2032143682194
21,166,30.833606109927707,0.007827267636103467,20,448.35765140341005
22,177,26.027610298591657,0.014323197054246109,20,466.65396034699677
23,187,28.168343268706014,0.028818170269879238,100,926.1697084130091
0,154,27.554587346031383,0.01445606765728316,40,474.99727450502075
1,100,19.964275690224532,0.061821618626340016,100,609.2780674428515
2,103,19.63079229093941,0.009841714020240417,20,216.08509961848648
3,81,19.231265803773443,0.006336627335036406,60,473.9680618356592
4,32,13.745035980459186,0.027573527363625602,20,135.9940249643293
5,32,15.260877571273582,0.06876493044715282,20,52.04008757691881
6,14,13.982937778130728,0.01413755931473458,20,48.21380528345471
7,19,12.514006120010723,0.005652655773397867,100,514.4483896779444
8,7,11.283465450756617,0.048010023966954106,100,451.72964005500575
9,14,11.828221964572267,0.07628000886702428,80,275.1865888946361
10,35,14.478261113298576,0.09511450829481409,80,266.12954413882187
11,50,15.110341275742927,0.013471155175180894,80,395.0391475493627
12,22,12.19878303535542,0.05651579393758107,20,1.4085264255913046
13,55,17.893254241654486,0.010466297298754021,80,430.96803397385344
14,110,24.032232360710086,0.0718299391183186,80,550.9051668534506
15,136,20.58489411073316,0.018405011442554416,40,484.66962712775694
16,160,26.020042303481137,0.031623999965214755,100,807.9369345876761
17,247,33.32261113310953,0.0440476737721933,80,924.7439370466144
18,198,29.178057067027858,0.032275960150186044,100,924.4080333371354
19,219,32.70503241947064,0.016960658314361908,60,781.6260545630355
20,219,33.23887674308494,0.12643224089065025,40,559.0458053884176
21,209,30.67574711277731,0.011987209373538626,60,696.3423355539314
22,180,24.173319330554396,0.08297248074428544,100,751.928081260253
23,185,26.569908838847642,0.04968797548322919,100,831.569041065714
0,134,25.19299934040033,0.021327577921312436,60,620.0572187085294
1,121,16.61914715593014,0.009257916389723802,80,777.2143735523124
2,90,21.374854303364,0.018672021722270907,40,391.4393068675264
3,75,18.54245998128908,0.012196395223560636,100,656.1148834891296
4,96,22.232352163060046,0.021073025805941316,20,327.81081954928703
5,8,10.40286162623808,0.004597281356315803,40,270.25182711112524
6,27,8.57718915195419,0.009151160446965333,60,295.0835548591934
7,28,13.660725283012997,0.02802652215807032,100,659.8037144350245
8,9,13.449306248076683,0.07709025975499541,100,497.906834319601
9,25,14.349443611026842,0.022679061364943187,60,242.79785310907107
10,14,10.07461703302393,0.022901990877275527,20,42.02461469465353
11,7,10.873522150925293,0.008282025467361743,20,228.31630456074697
12,35,12.434327462440152,0.03459949394828328,100,579.8733176176402
13,87,17.061467071621255,0.026912436730670657,80,526.6056206072229
14,85,20.410777142359702,0.04940229800966661,20,226.23583264361037
15,130,20.604935377469676,0.04728150130177785,20,374.21376561334677
16,150,23.212367138836775,0.016092407055579842,80,756.9184569818506
17,157,23.491948733055228,0.05618254382863174,20,457.74678322738805
18,229,29.919504953401905,0.023298603740320254,80,901.4745342199756
19,209,31.192828583685206,0.07541583441668964,60,698.7208295760811
20,159,28.22300609696395,0.012563056143729198,40,510.3000735732215
21,200,29.630246487509467,0.03846453263353931,40,555.8270325683375
22,173,24.288504398871666,0.005876733604596688,60,629.291794029869
23,187,30.379889079484055,0.02425985682092835,20,475.2917819087418
0,134,26.77140350806994,0.03939297974698372,40,459.27397990528374
1,123,21.00751535170681,0.023977291731385773,60,468.74361634729064
2,110,20.042891466564562,0.06465371820482418,40,472.57661241841396
3,91,20.13132126016679,0.043144027023775455,20,209.31122044007748
4,25,15.743747495570103,0.04553456165689858,80,342.6152416645399
5,22,11.160331708549547,0.02198678795672866,60,309.2793040774334
6,3,7.63510043800359,0.0360729125285291,40,37.65965315130465
7,9,12.162837212544813,0.02273053743548699,20,93.52974980294947
8,35,15.098136146284599,0.019586035718055003,40,188.205580342805
9,11,11.112262900870453,0.04767483281255617,20,0.0
10,11,9.983733480685098,0.036089638807488306,20,78.61545353867561
11,47,16.688757461984093,0.011473889938937054,20,179.75714642752337
12,92,20.256072009095927,0.04727733308184655,20,339.4734063531368
13,94,17.863128966193013,0.02527591495778109,60,482.979169490559
14,69,16.998189462611343,0.09008278309876379,80,457.0302162927876
15,116,18.89658493595071,0.07670763588062465,60,477.5644192326204
16,175,28.871780912875842,0.04179714415884722,40,409.03844254703995
17,156,25.07553286123429,0.084737878339807,60,558.9522661255152
18,195,28.628578335230525,0.008016336054237362,60,719.8037418801468
19,212,31.134251029695132,0.021706310514709462,40,638.788293635132
20,181,28.180615398660496,0.03631560409323999,80,718.1319031378446
21,195,31.28986012313112,0.057966530894563134,60,695.2061704637063
22,121,23.282181062650444,0.054065443407232135,20,253.03862240776394
23,150,24.687181442414396,0.048126993952272594,60,612.7684971850367
0,144,25.92733629943799,0.054397551838610406,40,473.1565744121266
1,100,20.801474507383226,0.053174252425953514,80,625.3412374976616
2,132,22.346800727427926,0.026502441205930604,60,535.6029355730005
3,45,14.250563683527028,0.06143176029544119,60,389.42663580938734
4,41,13.803554222313759,0.0282896887788715,40,257.2187709889959
5,31,14.110522686348403,0.07140903707029866,100,474.10938205512434
6,42,13.465954770556715,0.036899514010361255,100,498.5120258300352
7,25,11.719181627156733,0.05741622572782773,60,301.42493588216985
8,23,16.23751461886792,0.025970434740911777,20,75.25011068226584
9,3,12.179470963494209,0.022173793688828828,60,259.5734493880262
10,6,9.078798671149721,0.002639512517636789,100,533.0737459063611
11,38,14.941881987884397,0.018686524552039667,60,344.8931200428035
12,53,15.536700131310354,0.014119183565421975,20,203.1690394162108
13,62,16.983102350520188,0.02474551081249807,80,571.9704189299532
14,101,20.37468264913021,0.046887847046325565,60,493.0039659472366
15,118,24.179285290970473,0.06274015852145522,40,349.9438915393755
16,152,25.89124068930289,0.057624441728717564,20,350.318955377711
17,183,28.175822603571426,0.03436590914824069,60,673.8180025702196
18,218,33.88438115396603,0.012821495445209555,100,1070.4877835994175
19,171,27.566570082175744,0.052056486952750995,60,553.5757201120617
20,242,34.44295715865812,0.029095208305107676,100,1016.5265101416064
21,157,26.328045204972227,0.022369767483039087,40,585.6960438197345
22,183,28.112781953267266,0.06015807323558318,80,771.8475340888273
23,182,28.218453985990937,0.010474796168183788,100,881.4811071202162
0,155,24.326610822476255,0.033354589182076226,60,519.5107012527639
1,113,19.797665560752243,0.013310717862002332,40,505.1661055515861
2,95,17.50285922703512,0.015977513000131706,20,262.8563771829317
3,64,13.616033426405846,0.013865669683525166,60,371.2530141065881
4,38,12.040565277230888,0.027171159611230816,20,156.29376277128566
5,46,14.251465931066148,0.10400275327462391,100,553.8514054441887
6,20,12.206235164891273,0.058146547180822156,40,187.68494111693087
7,10,10.45740687370472,0.011392062683368794,80,374.46259042085904
8,17,6.9885930197452835,0.0260414570594403,60,314.8814005410867
9,9,14.049172715524685,0.026319492722005663,40,174.00515604955203
10,29,15.072960245780763,0.002553469322570494,40,216.3947784281865
11,41,14.991519702434257,0.08989052457478458,80,385.989334089497
12,33,17.114981345106536,0.08262360924713645,100,424.4321645850769
13,62,14.245271765032578,0.020510246856733343,80,456.54974854683104
14,114,25.17525024125201,0.05396756918722129,80,608.3092022344515
15,138,21.869571846498904,0.04051559749007475,80,641.0226122603611
16,149,25.377475850582712,0.03271452660062745,20,387.74635071271246
17,173,24.752325349731592,0.14477786232240644,60,499.62352223293794
18,212,31.229388191088734,0.03930085842308708,80,799.8920099437197
19,184,29.172332995996776,0.015210654546627771,60,662.2718835048271
20,210,30.69061933773089,0.018205070654908215,80,816.0494647698763
21,192,30.627754888180274,0.027784946543364674,100,870.4666018114805
22,182,28.398028898974513,0.04629394131089906,100,861.7818232630124
23,192,28.15517054324498,0.011884189236426966,80,881.302660537685
0,166,25.466373364395324,0.04599207333856932,40,556.1206368395699
1,142,25.821827545231393,0.03782862366686443,60,548.7991197855641
2,126,21.292515940386068,0.004091767447392775,100,736.694373389875
3,74,19.230805940969873,0.00940006652434331,20,148.1879487002784
4,63,18.74542358566386,0.011975319111064937,40,274.37659353833305
5,23,8.96257227530774,0.02255432532211958,100,462.10040457689195
6,19,14.165852774602069,0.021831495326064557,40,200.0626278303442
7,0,14.120845396889397,0.013796456298891523,60,341.39058658826076
8,1,10.604007522403856,0.06580440729403711,40,95.72813605313516
9,15,12.698168370589645,0.07439112532723302,20,0.0
10,2,12.274010648738317,0.038583404333431874,40,132.06880848655945
11,71,16.549035369641956,0.03498103589051924,100,587.3799537158329
12,29,13.26456044707574,0.03499120451928163,20,174.03427518416123
13,49,12.271600940753782,0.0934890319254374,60,210.22782555330775
14,123,22.577270057060904,0.017883713925563684,100,694.8799070401003
15,141,25.096223991289083,0.08663650288374881,60,553.72081832396
16,162,27.232326045852936,0.030063846450687597,80,641.9935711190476
17,183,30.43084944719516,0.014754804272643767,100,910.5729079075751
18,186,27.050395643728944,0.019868714484617283,40,557.7628980576488
19,178,26.734786486653007,0.008415302059591703,60,734.4283068736112
20,201,33.89101469198271,0.006351638876711052,40,625.918240784286
21,183,27.99934325247258,0.03071996614520498,20,462.79800653230393
22,206,31.00006757462466,0.03690534264452036,60,746.0347460903447
23,167,26.56597991654956,0.059625925254403626,60,605.6950031191643
0,133,21.656638347389958,0.015305782874272783,20,312.07497946983426
1,119,25.147058421783612,0.024829834858625305,20,296.3339939843989
2,108,19.744597176158788,0.03079409908279433,20,218.35922631656246
3,62,13.94542895258614,0.0523931525253758,20,131.49917063794405
4,33,12.398519445394497,0.01995104236717783,80,330.81149950777194
5,34,9.396587996548934,0.02775756337928273,60,455.36004075106143
6,18,10.497425070033637,0.03138439912211531,80,391.30474074457067
7,6,8.663742804295346,0.032616793849376664,80,391.7086955711208
8,9,12.134857261854648,0.051861562973937535,40,104.60656633828425
9,8,9.453171520880256,0.02045611496296461,60,306.9200826296975
10,15,13.275607871157696,0.009376558325293799,60,340.2617174943654
11,1,12.896967986138643,0.048528053994952254,60,274.98966700783353
12,35,15.062350672575198,0.024406101166925938,60,328.83791211368646
13,69,16.469223422279846,0.023935788972262468,20,266.3974839373227
14,106,20.882228993411186,0.03492123706990923,100,657.931655025857
15,155,22.45003011971188,0.04196208212552238,40,519.3453677642252
16,167,26.43244125495752,0.013233742457865606,40,553.8149119795091
17,167,24.979123063866332,0.027431847200733786,20,381.352333813158
18,186,29.9886527622986,0.046287848514650606,80,667.2440071513831
19,176,32.74550477848895,0.04653559391883161,100,813.024289392163
20,199,30.899643271947618,0.014714764259922446,40,606.2198350625497
21,190,25.017719702090666,0.04192695772252374,80,769.5558741595358
22,193,28.577539614171254,0.016840227970520573,60,761.0039283968979
23,154,25.64498185074891,0.01602113349276777,100,886.4985419425263
0,160,26.174714850520527,0.02948695010656822,100,851.0243380127469
1,156,24.138373748782495,0.01607942936886389,60,655.0060579603053
2,97,20.19058348527387,0.05465458078859462,40,343.4682615797635
3,82,15.714998326161226,0.040510207005947464,100,641.8889689526202
4,63,14.410182554629866,0.029817396474481176,20,220.3409609269041
5,21,13.391595283207423,0.007915655881537448,20,124.80417764621274
6,17,9.668673538240348,0.029371294145049933,20,123.41880720616334
7,3,11.376423210984516,0.008575736193490512,100,478.4613165875629
8,1,7.3610724506878835,0.07005828138183326,40,92.95834677771711
9,12,14.729651767583471,0.031181067366434598,80,382.43338286429173
10,13,9.751460155191891,0.034217986910829265,40,166.97892032471938
11,39,13.452666856393112,0.0053291476523621125,80,537.8811288246542
12,79,18.56122652218081,0.03789245006254477,100,601.1156156452321
13,93,18.169300094997812,0.048509445129388304,60,590.6374196775578
14,143,24.58681192214261,0.013102385724240682,80,777.2078473567585
15,110,22.15071344904025,0.06867117281265762,80,505.3971671298373
16,167,28.62122646500697,0.019702786475934198,40,603.1378018007732
17,174,28.982994871945913,0.0356085126611185,100,835.1513585116005
18,230,32.65637907239465,0.06041454745379254,40,677.5499652342244
19,180,27.706736451912796,0.025900009807465714,100,947.5206970173621
20,183,32.998217116050064,0.006786376279703038,80,745.9665471632883
21,184,30.29977813649858,0.04970985203226869,60,626.5209281703299
22,144,22.55635268735957,0.04634871803383989,100,806.2098064606541
23,160,26.199976327531104,0.08109736758752399,80,648.1642025921199
0,134,22.729713722443613,0.027279885618067358,60,451.01830166908223
1,128,22.52933153215378,0.0487408210532128,40,474.38543584146964
2,106,18.141009684583825,0.060699853609358666,40,386.4884443054122
3,111,20.276153531228097,0.011196827253245396,100,724.5841408384081
4,69,20.523111546387824,0.028468620495199944,100,609.2421021453557
5,17,12.858152601751005,0.012705818270855549,100,615.9935169774005
6,4,5.41767718369708,0.08131644642304782,40,168.48137421865266
7,13,13.733446984995894,0.04792569593579476,100,414.05917528780327
8,26,14.779259045818321,0.038251232290348214,80,403.3436793394581
9,40,13.281429391387167,0.06108129948178249,20,171.6541571489589
10,36,15.03452708756643,0.003893752340443487,20,214.28160419499838
11,19,10.181201578365599,0.10180038457043906,100,350.2147020419236
12,15,10.559488567467286,0.02587300064496193,80,365.4439978400357
13,101,23.09709272133971,0.07851212285559295,80,471.09636449407895
14,97,19.15653992026058,0.082004622618152,80,554.1655394825553
15,150,21.26053667609002,0.008356583136826622,60,578.7669124321619
16,118,21.67339355443733,0.04012894985687246,80,689.2579184820478
17,158,25.642823214171287,0.02179275346183578,40,586.6870678538736
18,186,30.99673713874692,0.03298204849738703,40,557.6840031858717
19,197,29.728672844351518,0.017649576405363857,80,752.1525193518868
20,190,28.156835377119414,0.006380927993795862,20,472.85605571279024
21,209,32.99011229046241,0.045630784316258034,60,733.4425967528465
22,165,26.74158046500222,0.08309744020667813,40,518.5287429874121
23,167,25.199954636868565,0.030738565111122957,40,534.4388280557113
0,152,27.509995121083236,0.00464436752397107,40,391.93427915334684
1,136,23.9873235290336,0.04052633058370273,60,585.5012811383455
2,114,21.405851933358875,0.0728372408589754,80,468.33032721838606
3,51,15.455816782823309,0.059408437655757075,60,231.22412603284624
4,19,9.758663257166805,0.024608999409947662,80,453.2878143261886
5,54,14.344692447643325,0.0179015182271746,100,529.1104318497703
6,20,12.007165203665567,0.041153205030902834,40,197.36291911532126
7,11,10.71067260995064,0.07114580268771101,20,39.53005664796304
8,31,15.64485676563319,0.0708637735583434,60,235.08051982335792
9,5,10.934811705454006,0.0447314756054621,60,256.20523178825636
10,36,15.309807845272804,0.03549573170392887,40,196.36788999324324
11,30,13.018790709151698,0.011524766141685194,40,239.81584938610365
12,91,21.212576967492247,0.010870732187343217,20,254.89418867602498
13,109,21.695055513146308,0.03780083640173658,20,266.23625603381095
14,95,19.52684097077692,0.022120785330360052,40,343.3433728814151
15,145,24.47343382208196,0.08059811989274765,80,588.032509167945
16,162,24.291122747418072,0.05674591444056022,40,542.2973580097013
17,198,30.813831440272622,0.013884627575115039,20,496.84201113456163
18,167,26.61959053092724,0.05296646250017205,40,454.71519777336215
19,210,29.99601607963759,0.05071445390380975,20,493.8445417466676
20,221,34.312923541624144,0.03947775408893194,100,918.0051000686075
21,161,23.5995679482104,0.051984022483331414,80,683.6131989878222
22,162,25.355008209135132,0.06381311998241657,20,426.1481487390104
23,129,24.955437497559064,0.031077555886431338,60,510.12297819239967
0,144,25.031045881840505,0.03966243948408469,60,551.2975466063796
1,140,23.904282144694484,0.05057024047590118,80,683.7786166754516
2,130,23.502007086300292,0.06555527175866546,80,634.6372434451193
3,75,17.858828342097684,0.018523821106978505,60,398.904150375584
4,82,15.166674907428156,0.018205185397681314,100,704.7628920125682
5,1,9.401476229304077,0.009828666854357595,100,519.3392245160226
6,20,15.233043309027497,0.0062945337879245,20,155.19777831443326
7,2,8.881351730445664,0.0205640934420766,80,381.80136970445875
8,7,10.063397971791332,0.028864834779774914,60,259.82548429559813
9,2,9.116758473381624,0.042982577794729755,80,290.0748752652799
10,27,12.525969553363725,0.01527727924426489,60,257.990781367145
11,27,11.533754337351404,0.02645277214082259,60,313.74011774553213
12,23,13.273483004316121,0.048499821328922735,20,83.16331782756615
13,87,19.094626824580534,0.041012107625113654,80,525.239014790724
14,107,22.247095230214036,0.028844055769581663,100,688.6116964283091
15,107,18.598117667622077,0.005902073618429873,80,692.5823586361578
